season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2012,REG,ARI,1,00-0026221,WR,Early Doucet,Early,Doucet,,,,Not Injury Related,,Did Not Participate In Practice,2012-09-05T14:19:52Z
2012,REG,ARI,1,00-0023529,G,Adam Snyder,Adam,Snyder,Elbow,,Questionable,Elbow,,Limited Participation in Practice,2012-09-07T12:57:20Z
2012,REG,ARI,1,00-0026910,CB,Gregory Toler,Gregory,Toler,Hip,,Questionable,Hip,,Limited Participation in Practice,2012-09-07T12:57:27Z
2012,REG,ARI,1,00-0027007,RB,Chris Wells,Chris,Wells,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2012-09-07T12:57:11Z
2012,REG,ARI,1,00-0028007,TE,Rob Housler,Rob,Housler,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2012-09-07T12:56:52Z
2012,REG,ARI,1,00-0027067,S,Rashad Johnson,Rashad,Johnson,Abdomen,,Probable,Abdomen,,Full Participation in Practice,2012-09-07T12:56:52Z
2012,REG,ARI,1,00-0027691,WR,Andre Roberts,Andre,Roberts,Ankle,,Probable,Ankle,,Full Participation in Practice,2012-09-07T12:56:52Z
2012,REG,ARI,1,00-0027730,LB,O'Brien Schofield,O'Brien,Schofield,Knee,,Probable,Knee,,Full Participation in Practice,2012-09-07T12:56:52Z
2012,REG,ARI,1,00-0026956,RB,LaRod Stephens-Howling,LaRod,Stephens-Howling,Groin,,Probable,Groin,,Full Participation in Practice,2012-09-07T12:56:52Z
2012,REG,ATL,1,00-0027062,CB,Christopher Owens,Christopher,Owens,Hamstring,,Probable,Hamstring,,Full Participation in Practice,2012-09-07T10:00:06Z
2012,REG,ATL,1,00-0025631,RB,Jason Snelling,Jason,Snelling,Calf,,Probable,Calf,,Full Participation in Practice,2012-09-07T10:00:21Z
2012,REG,BAL,1,00-0028023,T,Jah Reid,Jah,Reid,Calf,,Doubtful,Calf,,Did Not Participate In Practice,2012-09-08T11:42:11Z
2012,REG,BAL,1,00-0029294,CB,Asa Jackson,Asa,Jackson,Illness,,Questionable,Illness,,Did Not Participate In Practice,2012-09-08T11:42:01Z
2012,REG,BAL,1,00-0023537,S,Sean Considine,Sean,Considine,Head,,Probable,Head,,Full Participation in Practice,2012-09-08T11:41:51Z
2012,REG,BAL,1,00-0029252,LB,Courtney Upshaw,Courtney,Upshaw,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2012-09-08T11:41:51Z
2012,REG,BUF,1,00-0026364,WR,Steve Johnson,Steve,Johnson,Groin,,Questionable,Groin,,Limited Participation in Practice,2012-09-07T09:35:18Z
2012,REG,BUF,1,00-0024318,WR,Brad Smith,Brad,Smith,Groin,,Probable,Groin,,Full Participation in Practice,2012-09-07T09:35:01Z
2012,REG,BUF,1,00-0027053,G,Kraig Urbik,Kraig,Urbik,Back,,Probable,Back,,Limited Participation in Practice,2012-09-07T09:35:01Z
2012,REG,CAR,1,00-0027485,C,Jeff Byers,Jeff,Byers,Knee,,Out,Knee,,Did Not Participate In Practice,2012-09-07T12:30:27Z
2012,REG,CAR,1,00-0026153,RB,Jonathan Stewart,Jonathan,Stewart,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2012-09-07T12:30:16Z
2012,REG,CAR,1,00-0025412,LB,Jon Beason,Jon,Beason,Thigh,,Probable,Thigh,,Full Participation in Practice,2012-09-07T12:30:03Z
2012,REG,CAR,1,00-0020337,WR,Steve Smith,Steve,Smith,Foot,,Probable,Foot,,Full Participation in Practice,2012-09-07T12:30:03Z
2012,REG,CHI,1,00-0025458,RB,Lorenzo Booker,Lorenzo,Booker,Head,,Questionable,Head,,Did Not Participate In Practice,2012-09-07T12:40:14Z
2012,REG,CHI,1,00-0028031,S,Chris Conte,Chris,Conte,Shoulder,,Probable,Shoulder,,Full Participation in Practice,2012-09-07T12:39:23Z
2012,REG,CHI,1,00-0025488,P,Adam Podlesh,Adam,Podlesh,Hip,,Probable,Hip,,Full Participation in Practice,2012-09-07T12:39:23Z
2012,REG,CHI,1,00-0019456,LB,Brian Urlacher,Brian,Urlacher,Knee,,Probable,Knee,,Full Participation in Practice,2012-09-07T12:39:23Z
2012,REG,CHI,1,00-0026210,WR,Earl Bennett,Earl,Bennett,Hand,,Probable,Hand,,Limited Participation in Practice,2012-09-07T12:40:36Z
2012,REG,CIN,1,00-0029560,CB,Dre Kirkpatrick,Dre,Kirkpatrick,Knee,,Out,Knee,,Out (Definitely Will Not Play),2012-09-08T11:02:35Z
2012,REG,CIN,1,00-0027662,DE,Carlos Dunlap,Carlos,Dunlap,Knee,,Doubtful,Knee,,Did Not Participate In Practice,2012-09-08T11:03:18Z
2012,REG,CIN,1,00-0026941,RB,Bernard Scott,Bernard,Scott,Hand,,Doubtful,Hand,,Did Not Participate In Practice,2012-09-08T11:03:27Z
2012,REG,CIN,1,00-0024231,CB,Jason Allen,Jason,Allen,Quadricep,,Questionable,Quadricep,,Did Not Participate In Practice,2012-09-08T11:03:37Z
2012,REG,CIN,1,00-0027973,QB,Andy Dalton,Andy,Dalton,right Biceps,,Probable,right Biceps,,Full Participation in Practice,2012-09-08T11:02:20Z
2012,REG,CIN,1,00-0022867,DE,Robert Geathers,Robert,Geathers,Knee,,Probable,Knee,,Full Participation in Practice,2012-09-08T11:02:20Z
2012,REG,CIN,1,00-0027873,TE,Jermaine Gresham,Jermaine,Gresham,Knee,,Probable,Knee,,Full Participation in Practice,2012-09-08T11:02:20Z
